Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
Llangermann,R1,Applying,,,,,N,,,0,,,
daredevil123,R2,Applying,,740,,,N,,24,4,Energy and Utilities,Consulting,Strategy
magnu226,R2,Applying,,730,3.49,Engineering,N,,,6,Pharmaceuticals and Biotech,Engineering,
IgnacioGP,R1,Applying,,,,,N,,,0,,,
prannoykothari,R1,Applying,,,,,N,,,0,,,
kmm239,R1,Application Submitted,United States,710,,Communication,N,,27,0,,,Marketing
Nagendra&amp;gt;&amp;gt;&amp;gt;,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
smallsnakess,R1,Application Submitted,,,,,N,,,0,,,
a****,R1,Applying,United States,710,4,Finance,N,,27,4,,Corporate Finance,Social Entrepreneurship
m******,R1,Interviewed,United States,760,3.73,Engineering,N,,25,3,Energy and Utilities,Engineering,Technology
discover1604,R1,Application Submitted,United States,,3.65,Economics,N,,,0,Consulting,,
Lazure,R2,Applying,,,,,N,,,0,,,General Management
MBAaquarius,R2,Applying,,,,,N,,,0,,,
ag482,R2,Applying,,,3.51,Finance,N,,,0,,,
axg5068,R2,Applying,,720,3.96,Finance,N,,27,5,Consulting,Consulting,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kaswing,R2,Applying,,,,Engineering,N,,21,2,Computer Software,Marketing,
danwithdan,R1,Application Submitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
endlezzsorrow,R1,Applying,,710,,Communication,N,,,,,,Strategy
Aviva,R2,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
rlm326,R1,Application Submitted,United States,770,3.58,Engineering,N,,25,3,Consulting,Consulting,
HAimar,R2,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
calimujer1220,R1,Application Submitted,,740,3.79,Other,N,,,0,,,Social Entrepreneurship
jvaneel,R1,Application Submitted,United States,,,Finance,N,,26,0,Consulting,Consulting,Technology
mermerat,R1,Application Submitted,United States,730,,Liberal Arts and Humanities,Y,,,,,,Healthcare
kennedy91,R2,Applying,,740,,,N,,,0,,,
MBAGirl2016,R1,Application Submitted,,750,4,Finance,N,,27,5,,,
MBAApplicant1,R1,Application Submitted,Singapore,760,,Engineering,N,,26,5,Other,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
m****,R1,Application Submitted,,750,,Science and Math,N,,,,,,Entrepreneurship
