id,type,legal_basis,pdf_link,programme,reg_date,remark,address,birth,citizen,name,passport,serialid
693,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,"1968 circa Sipayaw village, Andar District, Ghazni Province AFG",AFG,"Nomani Hamdullah Maulavi Minister of Higher Education under the Taliban regime , Nomani Hamdullah Mayor of Kabul City under the Taliban regime",,212
696,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,1963 circa Ghazni Province AFG,AFG,"Noorani Mohammad Aleem Mufti First Secretary, Taliban Consulate General, Karachi, Pakistan",,213
698,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 25.1.2001. Other information: In custody of the United States of America as of mid- 2013.,Guantanamo Bay prison,"1958 circa Shahjoe district, Zabul province AFG , 1967-01-01 Shahjoe district, Zabul province AFG",AFG,"Nuri Nurullah Maulavi Governor of Balkh Province (Afghanistan) under the Taliban regime , Nuri Nurullah Head of Northern Zone under the Taliban regime , Noori Norullah",,214
699,P,1139/2012 (OJ L 332),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:332:0001:0007:EN:PDF,AFG,2012-12-04,Reportedly deceased in early 2012. Date of UN designation: 25.1.2001.,,"1963 circa Dara Kolum, Do Aab district, Nuristan province AFG",AFG,"Habibullah Rustum Hanafi Maulavi Deputy Minister of Public Works under the Taliban regime , Nuristani Rostam , Hanafi Sahib",,215
702,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 25.1.2001. Other information: Believed to be in Afghanistan/Pakistan border area.,,"1968 circa Pashtoon Zarghoon district, Herat province AFG , 1968 circa Sardar village, Kohsan District, Herat Province AFG",AFG,"Nyazi Abdul Manan Mullah Governor of Kabul Province under the Taliban regime , Nayazi Abdul Manan Governor of Balk Province under the Taliban regime. , Niazi Abdul Manan , Baryaly , Baryalai",,216
703,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,"Date of UN designation: 31.1.2001. Other information: (a) Father's name is Ghulam Nabi, also known as Mullah Musafir, (b) Left eye missing. (c) Believed to be in Afghanistan/ Pakistan border area.",AFG,"1966 circa Naw Deh village, Deh Rawud District, Uruzgan Province AFG , 1960 Noori village, Maiwand District, Kandahar Province AFG , 1953 Naw Deh village, Deh Rawud District, Uruzgan Province AFG , 1960 Naw Deh village, Deh Rawud District, Uruzgan Province AFG , 1966 circa Noori village, Maiwand District, Kandahar Province AFG , 1953 Noori village, Maiwand District, Kandahar Province AFG",AFG,"Omar Mohammed Mullah Leader of the Faithful (Amir ul-Mumineen), Afghanistan",,217
704,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,"1958 circa Garda Saray, Waza Zadran District, Paktia Province AFG",AFG,"Omari Mohammad Ibrahim Alhaj Deputy Minister of Frontier Affairs of the Taliban regime , Haqqani Ibrahim",,218
706,P,1139/2012 (OJ L 332),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:332:0001:0007:EN:PDF,AFG,2012-12-04,Date of UN designation 25.1.2001.,,"1964 Surkh Rod District, Nangarhar Province AFG , 1964 Hisarak District, Nangarhar Province AFG",AFG,"Abdul Qadeer Basir Abdul Baseer General Military Attach, Taliban Embassy, Islamabad, Pakistan , Qadir Abdul Maulavi , Haji Ahmad , Haqqani Abdul Qadir , Abdul Qadir Basir",D 000974 (passport) AFG,219
709,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 25.1.2001.,Khairkhana Section Number 3 Kabul AFG,"1970 Turshut village, Warduj District, Takhar Province AFG , 1967 Turshut village, Warduj District, Takhar Province AFG",AFG,"Abdul Ghafar Qurishi Abdul Ghani Maulavi Repatriation Attach, Taliban Embassy, Islamabad, Pakistan , Abdul Ghaffar Qureshi","55130 (Afghan national identification card (tazkira) AFG , D 000933 (Afghan passport issued in Kabul on 13 Sep. 1998) AFG",220
711,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1953 circa Talugan village, Panjwai District, Kandahar AFG",AFG,"Rahimi Yar Mohammad Mullah Minister of Communication of the Taliban regime , Yar Mohammad Rahimi",,221
716,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,"Date of UN designation: 23.2.2001. Other information: (a) Has a prosthetic right leg, (b) Believed to be in Afghanistan/ Pakistan border area",,"1963 circa Deh Rawud District, Uruzgan Province AFG , 1963 circa Chora District, Uruzgan Province AFG",AFG,"Rahmani Mohammad Hasan Mullah Governor of Kandahar Province (Afghanistan) under the Taliban regime , Hassan Gud Mullah Mohammad",,222
717,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,"1958 - 1963 (between 1958 and 1963) Robat village, Spin Boldak District, Kandahar Province AFG",AFG,"Mohammad Rasul Ayyub Maulavi Governor of Nimroz Province (Afghanistan) under the Taliban regime , Gurg",,223
719,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,"1958 - 1963 (between 1958 and 1963) Azan village, Kajaki District, Helmand Province AFG , 1970 circa Spin Boldak District, Kandahar Province AFG",AFG,"Khadem Abdul Rauf Mullah Commander of Central Corpus under the Taliban regime , Mullah Abdul Rauf Aliza",,224
2060,E,979/2004 (OJ L 180),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2004:180:0009:0019:EN:PDF,IRQ,2004-05-15,,"P.O. Box 2436, Alwiya Baghdad IRQ",,,MODERN PAINT INDUSTRIES COMPANY,,225
727,P,1139/2012 (OJ L 332),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:332:0001:0007:EN:PDF,AFG,2012-12-04,Reportedly deceased. Date of UN designation 25.1.2001.,,"1934 Ghazni Province AFG , 1934 Logar Province AFG",AFG,"Mohammad Sadiq Amir Mohammad M Alhaj Head of Afghan Trade Agency, Peshawar, Pakistan , Mohammad Sadiq Amir Mohammad M Maulavi",SE 011252 (Passport) AFG,226
729,P,881/2002 (OJ L 139),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2002:139:0009:0022:EN:PDF,TAQA,2002-05-30,,,,,Sadruddin Alhaj Mullah Mayor of Kabul City,,227
733,P,543/2012 (OJ L 165),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:165:0015:0019:EN:PDF,AFG,2012-06-26,Reportedly deceased in North Afghanistan in 1999. Date of UN designation: 23.2.2001.,,"1965 circa Awlyatak Village, Gardan Masjid Area, Chaki Wardak District, Maidan Wardak Province AFG",AFG,Salek Abdulhai Maulavi Governor of Uruzgan Province (Afghanistan) under the Taliban regime,,228
734,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Reportedly deceased in 2001. Date of UN designation: 23.2.2001.,,"1923 circa Dai Chopan District, Zabul Province AFG",AFG,"Hamdullah Sunani Maulavi Head of Dar-ul-Efta (Fatwa Department) of Supreme Court under the Taliban regime. , Sanani",,229
739,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1958 circa Bagrami district, Kabul province AFG , 1958 circa Tarakhel area, Deh Sabz District, Kabul Province AFG",AFG,Saqib Noor Mohammad Chief Justice of Supreme Court under the Taliban regime,,230
748,P,881/2002 (OJ L 139),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2002:139:0009:0022:EN:PDF,TAQA,2002-05-30,,,,,Sayed Alhaj Sadudin Mullah Mayor of Kabul City,,231
750,P,754/2013 (OJ L 210),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:210:0024:0025:EN:PDF,TAQA,2013-08-06,Date of designation referred to in Article 2a(4)(b): 25.1.2001.,,"1963 EGY , 1963-04-11 EGY , 1960-04-11 EGY",EGY,"Sayf al-Adl M , Saif Al-'Adil , Seif al Adel , Muhamad Ibrahim Makkawi , Ibrahim al-Madani",,232
756,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 25.1.2001. Other information: Believed to be in Afghanistan/Pakistan border area.,,"1968 circa Chaman district PAK , 1968 circa Spin Boldak District, Kandahar Province AFG",,"Sayyed Saduddin Maulavi Vice-Minister of Work and Social Affairs of the Taliban regime , Sayyed Saduddin Alhaj Mayor of Kabul City under the Taliban regime , Sayyed Saduddin Mullah , Sayed Sadudin , Sadruddin",,233
758,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,1968 circa Nangarhar province AFG,AFG,Shafiq Abdul Wahed Maulavi Deputy Governor of Kabul Province (Afghanistan) under the Taliban regime,,234
760,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,"Date of UN designation 23.2.2001. Other information: Reportedly killed in airstrike in Shahjoy District, Zabul Province in early 2013.",,"1956 Charmistan village, Tirin Kot District, Uruzgan Province AFG , 1957 AFG",AFG,"Mohammad Shafiqullah Ahmadi Fatih Khan Mullah Governor of Samangan Province (Afghanistan) under the Taliban regime , Mohammad Shafiq Ahmadi , Mullah Shafiqullah",,235
765,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 23.2.2001. Other information: Believed to be in Afghanistan/Pakistan border area.,,"1975 approximately Spandeh (Espandi 'Olya) village, Andar District, Ghazni Province AFG",AFG,Shahidkhel Said Ahmed Maulavi Deputy Minister of Education under the Taliban regime,,236
767,P,543/2012 (OJ L 165),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:165:0015:0019:EN:PDF,AFG,2012-06-26,Date of designation referred to in Article 6(1)(b): 23.2.2001.,,"1969 Waka Uzbin village, Sarobi District, Kabul Province AFG",AFG,"Shams Ur-Rahman Abdul Zahir Mullah Deputy Minister of Agriculture under the Taliban regime , Shamsurrahman Maulavi , Shams-u-Rahman , Shamsurrahman Abdurahman , Shams ur-Rahman Sher Alam","2132370 (Afghan national identification card (tazkira)) AFG , 812673 (Afghan national identification card (tazkira)) AFG",237
779,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,1965-03-29 Nangarhar Province AFG,AFG,"Shinwari Abdul Ghafar Haji Third Secretary, Taliban Consulate General, Karachi, Pakistan",D 000763 (passport issued on 9.1.1997) AFG,238
781,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1963 Jani Khel District, Paktia Province AFG",AFG,"Mohammad Sarwar Siddiqmal Mohammad Masood Third Secretary Taliban Embassy Islamabad , Mohammad Sarwar Siddiqmal",19657 (Afghan identification card (tazkira),239
783,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1963 circa Qala- e-Abbas, Shah Mazar area, Baraki Barak District, Logar Province, AFG",AFG,"Sher Mohammad Abbas Stanekzai Padshah Khan Deputy Minister of Public Health of the Taliban regime , Sher Mohammad Abbas Stanekzai Padshah Khan Deputy Minister of Foreign Affairs under the Taliban regime",,240
786,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 25.1.2001. Other information: Believed to be in Afghanistan/Pakistan border area.,,1968 - 1973 (between 1968 and 1973) Takhar province AFG,AFG,Takhari Abdul Raqib Maulavi Minister of Repatriation of the Taliban regime,,241
789,P,577/2011 (OJ L 159),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:159:0069:0085:EN:PDF,TAQA,2011-06-17,Reportedly deceased in October 2001. Date of designation referred to in Article 2a (4) (b): 6.10.2001.,,1963-03-15 Alexandria EGY,EGY,"Ahmed Tariq Anwar El-Sayed M , Hamdi Ahmad Farag , Amr Al-Fatih Fathi , Tarek Anwar El Sayed Ahmad",,242
793,P,1139/2012 (OJ L 332),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:332:0001:0007:EN:PDF,AFG,2012-12-04,Date of UN designation: 23.2.2001.,,"1963 circa Nangarhar province AFG , 1963 circa Khost Province AFG , 1963 circa Siddiq Khel village, Naka District, Paktia Province, AFG",AFG,Ahmad Taha Khalid Abdul Qadir Maulavi Governor of Paktia Province (Afghanistan) under the Taliban regime,,243
794,P,543/2012 (OJ L 165),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:165:0015:0019:EN:PDF,AFG,2012-06-26,Date of UN designation: 25.1.2001.,,"1963 circa Ghorak District, Kandahar Province AFG , 1963 circa Nesh District, Uruzgan Province AFG",AFG,"Muhammad Allah Dad Tayeb Wali M Mullah Deputy Minister of Communication of the Taliban regime , Allah Dad Tayyab Haji , Allah Dad Tabeeb",,244
924,E,621/2011 (OJ L 166),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:166:0018:0019:EN:PDF,TAQA,2011-06-25,Date of designation referred to in Article 2a (4) (b): 13.3.2002.,"64 Poturmahala Travnik BIH , Sarajevo BIH",,,"Al-Haramain Islamic Foundation , Fondation islamique Al-Haramain FR , Vazir , Vezir",,245
796,P,36/2011 (OJ L 36 and L 14),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:036:0012:0019:EN:PDF,TAQA,2011-01-20,Date of designation referred to in Article 2a(4)(b): 6.10.2001.,,1960-06-29 EGY,EGY,"Tharwat Salah Shihata M , Tarwat Salah Abdallah , Salah Shihata Thirwat , Shahata Thirwat , Ali Tharwat Salah Shihata",,246
826,P,98/2011 (OJ L 30),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:030:0029:0030:EN:PDF,TAQA,2011-02-05,Served as a director of Ummah Tameer e-Nau (UTN). Date of designation referred to in Article 2a(4)(b): 24.12.2001.,,1930-05-05,PAK,"Tufail Mohammed , Tufail S.M , Tufail Sheik Mohammed",,247
829,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 8.3.2001,,"1968 circa Arghandab district, Kandahar province AFG",AFG,"Hidayatullah Deputy Minister of Civil Aviation and Tourism under the Taliban regime , Abu Turab",,248
831,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of designation referred to in Article 6(1)(b): 25.1.2001.,,"1963 circa Spin Boldak District, Kandahar Province AFG , 1956 Chora district, Uruzgan province AFG , 1955 circa Dehrawood District, Uruzgan Province AFG , 1956 Spin Boldak District, Kandahar Province AFG , 1955 circa Spin Boldak District, Kandahar Province AFG , 1963 circa Chora district, Uruzgan province AFG , 1955 circa Chora district, Uruzgan province AFG , 1963 circa Dehrawood District, Uruzgan Province AFG , 1956 Dehrawood District, Uruzgan Province AFG",AFG,"Qasim Nooruddin Turabi Muhammad Mullah Minister of Justice of the Taliban regime , Noor ud Din Turabi , Qasim Nooruddin Turabi Muhammad Maulavi , Haji Karim",,249
832,E,34/2012 (OJ L 15),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:015:0001:0019:EN:PDF,TAQA,2012-01-19,Date of designation referred to in Article 2a (4) (b): 24.12. 2001.,"Street 13 Wazir Akbar Khan Kabul AFG , PAK",,,"Ummah Tameer E-Nau , Utn",,250
833,P,596/2013 (OJ L 172),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:172:0001:0003:en:PDF,TAQA,2013-06-26,"Saudi citizenship withdrawn, Afghan nationality given by the Taliban regime. Confirmed to have died in Pakistan in May 2011. Date of designation referred to in Article 2a(4)(b): 25.1.2001.",,"1957-07-30 Jeddah SAU , 1957-07-28 Jeddah SAU , 1957-03-10 Jeddah SAU , 1957-01-01 Jeddah SAU , 1956 Jeddah SAU , 1957 Jeddah SAU , 1957-07-30 YEM , 1957-07-28 YEM , 1957-03-10 YEM , 1957-01-01 YEM , 1956 YEM , 1957 YEM",,"Bin Laden Usama Muhammed Awad M Shaykh , Usama Bin Muhammed Bin Awad, Osama Bin Laden , Abu Abdallah Abd Al-Hakim , Bin Laden Usama Hajj , Ben Laden Osama , Ben Laden Ossama , Ben Laden Usama , Bin Laden Osama Mohamed Awdh , Bin Laden Usamah Bin Muhammad , Shaykh Usama Bin Ladin , Usamah Bin Muhammad Bin Ladin , Al Qaqa , bin Ladin Usama , bin Ladin Osama , bin Ladin Osama bin Muhammad bin Awad , bin Ladin Usama bin Muhammad bin Awad",,251
836,P,731/2013 (OJ L 203),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:203:0010:0011:EN:PDF,TAQA,2013-07-31,Date of designation referred to in Article 2a(4)(b): 17.10.2001.,JOR,"1960-12-30 Bethlehem, West Bank PSE , 1960-12-13 Bethlehem, West Bank PSE",JOR,"Uthman Omar Mahmoud M , Abu Qatada Al-Filistini , Abu Umr Takfiri , Abu Omar Abu Umar , Al-Samman Uthman , Abu Umar Umar , Umar Uthman , Abu Ismail , Omar Mohammed Othman",,252
839,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,"Date of UN designation: 31.1.2001. Other information: Reportedly deceased in December 2006 and buried in Panjwai District, Kandahar Province, Afghanistan.",,"1965 circa Jelawur village, Arghandab District, Kandahar Province AFG , 1965 circa Siyachoy village, Panjwai District, Kandahar Province AFG",AFG,"Mohammad Wali Mohammad Ewaz Maulavi Minister of Ministry of Preventing Vice and Propagating Virtue under the Taliban regime , Mohammad Wali",,253
840,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1974 Zilzilay village, Andar District, Ghazni Province AFG",AFG,"Seddiqi Abdul Wali Qari Third Secretary, Taliban Consulate General, Peshawar, Pakistan",D 000769 (passport issued on 1997-02-02) AFG,254
841,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 23.2.2001.,,"1968 circa Quetta PAK , 1968 circa Nimroz Province AFG",AFG,Walijan Maulavi Governor of Jawzjan Province (Afghanistan) under the Taliban regime,,255
842,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 31.1.2001. Other information: In custody of the United States of America as at 2011.,Guantanamo Bay prison,"1975 circa Gharib village, Khogyani District, Ghazni province AFG , 1971 Gharib village, Khogyani District, Ghazni province AFG",AFG,"Wassiq Abdul-Haq Maulavi Deputy Minister of Security (Intelligence) under the Taliban regime , Wasseq Abdul-Haq",,256
843,P,543/2012 (OJ L 165),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:165:0015:0019:EN:PDF,AFG,2012-06-26,Date of UN designation: 23.2.2001.,,"1960 circa Jaghatu District, Maidan Wardak Province AFG , Sharana District, Paktia Province AFG",AFG,Waziri Mohammad Jawad Ministry of Foreign Affairs under the Taliban regime,,257
844,P,263/2014 (OJ L 76),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:076:0011:0021:EN:PDF,AFG,2014-03-15,Date of UN designation: 23.2.2001. Other information: Believed to be in Afghanistan/Pakistan border area.,,"1966 (circa) Shahjoi District, Zabul Province AFG , 1966 (circa) Janda District, Ghazni Province AFG",AFG,Mohammad Yaqoub Maulavi Head of Bakhtar Information Agency (BIA) under the Taliban regime,,258
849,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,"1963 approximately Kharwar District, Logar Province AFG",AFG,"Zahed Abdul Rahman Mullah Deputy Minister of Foreign Affairs of the Taliban regime , Zahid Abdul Rehman",,259
851,P,263/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0001:0025:en:PDF,AFG,2012-03-24,Date of UN designation: 25.1.2001.,,1971 Logar Province AFG,AFG,"Zahid Mohammad Mullah Third Secretary Taliban Embassy, Islamabad, Pakistan",D 001206 (passport issued on 17.7.2000) AFG,260
853,P,881/2002 (OJ L 139),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2002:139:0009:0022:EN:PDF,TAQA,2002-05-30,,,,,Zaief Abdul Salam Mullah Deputy Minister of Mines and Industries,,261
923,P,1001/2010 (OJ L 290),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2010:290:0033:0036:EN:PDF,TAQA,2010-11-06,Date of designation referred to in Article 2a(4)(b): 24.4.2002.,London GBR,1962-08-24 KWT,SAU,"Al-Fawaz Khalid Abd Al-Rahman Hamd M , Al-Fauwaz Khaled , Al-Fauwaz Khaled A. , Al-Fawwaz Khalid , Al Fawwaz Khalik , Al-Fawwaz Khaled , Al Fawwaz Khaled , Al Fawaz Khalid Abdulrahman H.","456682 (passport issued on 1990-11-06, expired on 1995-09-13)",262
2006,E,979/2004 (OJ L 180),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2004:180:0009:0019:EN:PDF,IRQ,2004-05-15,[IRAQ],"P.O. Box 17041 Baghdad IRQ , P.O. Box 17014, Al-Hurriya Baghdad IRQ",,,"DIRECTORATE GENERAL OF MEDICAL SUPPLIES , DIRECTORATE GENERAL OF MEDICAL APPLIANCES",,263
925,E,34/2012 (OJ L 15),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:015:0001:0019:EN:PDF,TAQA,2012-01-19,The founder and former leader is Aqeel Abdulaziz Aqeel al-Aqeel. Date of designation referred to in Article 2a (4) (b): 13.3.2002.,SOM,,,"AL-HARAMAIN Islamic Foundation , Fondation islamique AL-HARAMAIN FR , AL-HARAMAIN Fundao Islmica PT , AL-HARAMAIN, Fondazione islamica IT , AL-HARAMAYN Islamic Foundation DE , _ _ AL-HARAMAIN EL",,264
926,P,1001/2010 (OJ L 290),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2010:290:0033:0036:EN:PDF,TAQA,2010-11-06,Date of designation referred to in Article 2a(4)(b): 24.4.2002.,"9 Aldboume Road, Shepherds Bush W12 OLW London GBR , 8 Adie Road, Hammersmith W6 OPW London GBR",1958-04-15 Alexandria EGY,GBR,"Ibrahim Mostafa Kamel Mostafa M , Mustafa Kamel Mustafa , Adam Ramsey Eaman , Abu Hamza Al-Masri , Al-Masri Abu Hamza , Al-Misri Abu Hamza , Kamel Mustapha Mustapha , Mustapha Kamel Mustapha , Abu Hamza , Mostafa Kamel Mostafa",,265
927,P,36/2011 (OJ L 36 and L 14),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:036:0012:0019:EN:PDF,TAQA,2011-01-20,"(a) mother's name is Ourida Bint Mohamed, (b) deported from Italy to Tunisia on 2004-12-01. Date of designation referred to in Article 2a(4)(b): 24.4.2002.","23 50th Street Zehrouni, Tunis TUN Italian Fiscal Code: DAOMMD74T11Z352Z",1974-12-11 Tunis TUN,TUN,"Al-Aouadi Mohamed Ben Belgacem Ben Abdallah M , Aouadi Mohamed Ben Belkacem , Fathi Hannachi","L191609 (Passport issued on 1996-02-28, expired on 2001-02-27) TUN , 04643632 (National identification No issued on 1999-06-18) TUN",266
928,P,36/2011 (OJ L 36 and L 14),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:036:0012:0019:EN:PDF,TAQA,2011-01-20,"Correction published in OJ L 232, 25.8.2006, p. 42, and OJ L 36/12, 10.2. 2011. (a) Professor of Chemistry. Date of designation referred to in Article 2a(4)(b): 24.4.2002",,"1969-02-05 Tripoli LBY , 1970-02-05 Tunis TUN",TUN,"Aouani Mohamed M , Ben Heni Lased , Mohamed Abu Abda , Ben Hani Al-Asad , Mohamed Ben Belgacem Awani , Abu Obeida",,267
929,P,36/2011 (OJ L 36 and L 14),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:036:0012:0019:EN:PDF,TAQA,2011-01-20,"(a) Italian fiscal code: BCHMHT69R13Z352T, (b) Mother's name is Hedia Bannour. Date of designation referred to in Article 2a(4)(b): 24.4.2002.",38 Via Milano Spinadesco (CR) ITA Italian Fiscal Code: BCHMHT69R13Z352T,1969-10-13 Tunis TUN,TUN,"Bouchoucha Al-Mokhtar Ben Mohamed Ben Al-Mokhtar M , Bushusha Mokhtar","K754050 (passport issued on 1999-05-26 which expired on 2004-05-25) TUN , 04756904 (National ID issued on 1984-09-14) TUN",268
931,P,577/2011 (OJ L 159),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:159:0069:0085:EN:PDF,TAQA,2011-06-17,(a) Italian Fiscal Code: SSYBLK62T26Z336L. Date of designation referred to in Article 2a (4)(b): 24.4.2002.,Italian Fiscal Code: SSYBLK62T26Z336L,1962-12-26 EGY,EGY,"El Sayed Abd El Kader Mahmoud Mohamed M , Es Sayed Kader , Abdel Khader Mahmoud Mohamed el Sayed",,269
