Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
ConsultingOrBust,R1,Matriculating,United States,770,,Engineering,Y,11-20-2013,28,6,Retail Banking,Analyst,Strategy
waffles2016,R2,Admitted,,760,,,N,,,0,,,
c*************,R2,Admitted,,720,3.45,,N,,28,5,,,Operations
adevine1248,R2,Waitlisted without Interview,,,,,N,,,0,,,
e*******,R3,Denied without Interview,,720,3.39,Arts,N,,35,13,Education,Operations,
shmadsen,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mbabm17,R3,Admitted,,730,3.55,Economics,N,02-06-2014,27,4,Consulting,,Entrepreneurship
Swag1992,R3,Application Submitted,,,3.95,Engineering,N,,21,0,,,
m****,R3,Admitted,United States,760,3.54,,Y,12-20-2013,,4,,,
m***********,R2,Waitlisted without Interview,United States,680,3.9,Business,N,,23,2,Consumer Products,Marketing,Marketing
mgreen87,R2,Matriculating,,,3.25,Law,Y,02-19-2014,26,0,Military & Defense,Supply Chain Management,International Business
p***************,R2,Admitted,United States,,3.78,Other,N,,29,7,Non-Profit and Government,Analyst,General Management
cadavid22,R3,Admitted,,730,,,Y,03-31-2014,,0,,,Entrepreneurship
hhping,R2,Denied without Interview,,,,,N,,,0,,,
carlyD,R2,Admitted,United States,730,,Economics,N,02-19-2014,,,,,
SteveP,R1,Waitlisted without Interview,United Kingdom,680,4,Science and Math,N,,,0,Investment Banking,,Other
billgus1,R2,Denied without Interview,United States,630,3.7,Finance,N,,27,5,Investment Banking,Investment Banking,General Management
yoyo2210,R3,Application Submitted,,710,,,N,,,0,,,International Business
spmiller505,R3,Denied without Interview,,680,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
nyflla,R3,Waitlisted without Interview,,,,,N,,,0,,,
Murman,R3,Waitlisted without Interview,,710,,,N,,,0,,,
w*******,R2,Admitted,United States,660,3.2,Engineering,Y,02-18-2014,28,5,Consulting,Engineering,Finance
vinacho,R3,Waitlisted without Interview,,,,,N,,,0,,,
ShadyTaha,R2,Invited to Interview,,760,,,Y,03-19-2014,,0,,,
007rusty,R2,Denied with Interview,United States,740,3.4,Business,Y,11-25-2013,32,6,Investment Banking,Sales,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
elitesix,R4,Denied without Interview,United States,740,2.81,Computer Science,N,,33,5,Law,,Social Entrepreneurship
dumplings,R4,Invited to Interview,,750,,,Y,03-31-2014,,0,,,
srikanthgmat9,R1,Applying,,,,,N,,,0,,,
troenning,R4,Applying,,,3.16,Economics,N,,,0,,,International Business
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
akhilesh1210,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sancharisays,R1,Applying,,,,,N,,,0,,,
philfr84,R2,Invited to Interview,,,,,N,05-09-2014,,0,,,
SandyNik,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
V**************,R1,Applying,,740,3.8,Engineering,N,,23,2,Energy and Utilities,Project Management,General Management
aashayd,R1,Applying,India,,,Engineering,N,,,0,Computer Software,,
shreya26,R1,Applying,,,,,N,,,0,,,
AnnaScott,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
shirgaokarsumita,R1,Applying,,,,,N,,,0,,,
ashish.trivedi,R2,Applying,,,,,N,,,0,,,General Management
joechases,R1,Applying,United States,710,3.65,Finance,N,,21,0,Venture Capital,Analyst,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
swarnim7,R1,Applying,,,,,N,,,0,,,
JangWon Kang,R1,Applying,United States,,3.86,Business,N,,,0,,,Strategy
prannoykothari,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
angellovesdog,R1,Applying,,,3.68,Other,N,,,0,,,
