Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
DBraff0101,R1,,,,,,N,,,0,,,
Lekhayadav,R1,Applying,,770,,Engineering,N,,21,0,Investment Banking,Investment Banking,Finance
r************,R1,Denied without Interview,India,750,3.75,Engineering,N,,25,3,Computer Software,,Technology
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sciMBA,R2,Applying,United States,,,Science and Math,N,,,0,,Research,Operations
s*****,R2,Denied without Interview,United States,750,3.21,Engineering,N,,26,4,Consumer Products,Marketing,Marketing
SC29,R2,Waitlisted with Interview,United Kingdom,,,Political Science,Y,01-15-2015,,,,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vishals08,R2,Application Submitted,,,,,N,,,0,,,
h**********,R2,Interviewed,,730,,Engineering,N,,,0,Energy and Utilities,Project Management,
dd29,R1,Applying,,720,,Computer Science,N,,,0,Computer Software,Information Technology,Technology
jtpollock3,R2,Waitlisted with Interview,,,,,N,,,0,,,
C************,R1,Admitted,United States,,3.55,Engineering,N,10-10-2014,,6,Non-Profit and Government,General Management,Finance
tbor,R1,Waitlisted with Interview,,730,3.5,Engineering,N,,,0,,,
jhy42002,R1,Waitlisted with Interview,,,,,N,,,0,,,
carmi04,R1,Applying,,,,,N,,,0,,,
shinhara,R2,Applying,,700,,,N,,,0,,,
karnasankalp,R1,Applying,,,3,Economics,N,,,0,Energy and Utilities,Business Development,Strategy
brockcorbett51,R2,Waitlisted with Interview,United States,750,3.04,Economics,Y,01-15-2015,27,5,Mutual Funds and Brokerage,Analyst,Finance
yuvrajdatt,R1,Applying,,,,,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
banker1985,R1,Denied with Interview,United Arab Emirates,690,,Engineering,N,,30,5,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
zzchina,R1,Admitted,China,770,3.71,Science and Math,Y,10-08-2014,26,4,Consumer Products,Marketing,Strategy
a************,R1,Applying,United States,,,,N,,22,0,Non-Profit and Government,Project Management,
JediPadawan,R2,Applying,,,4,Accounting,N,,21,0,Advertising and PR,Advertising,Marketing
arpit1911,R1,Application Submitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
laughableturtle,R1,Admitted,United States,690,3.6,Engineering,N,,30,0,Consulting,,
floratong,R2,Applying,,,,,N,,,0,,,
jskt1989,R1,Waitlisted with Interview,India,770,,Engineering,Y,10-15-2014,25,4,Internet and New Media,Operations,Leadership
Pottsmi1,R2,Waitlisted with Interview,,720,3.62,Engineering,Y,,27,4,Manufacturing,Engineering,Marketing
TheVictors,R2,Applying,,,,,N,,,0,,,
lalalandver,R1,Invited to Interview,,750,3.45,,N,10-06-2014,,0,,,
abhisheksj,R1,Applying,,740,,,N,,,0,,,Entrepreneurship
akshaygolechha,R2,Applying,,,,,N,,,0,,,
LLTF1836,R1,Denied with Interview,,770,3.01,Liberal Arts and Humanities,Y,,27,0,Pharmaceuticals and Biotech,Consulting,
AditiM,R2,Applying,,,3.8,Engineering,N,,17,0,Computer Software,Information Technology,Entrepreneurship
M**************,R2,Denied with Interview,,,,Science and Math,Y,,,,,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
fianalytics,R2,,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
c*********,R2,Interviewed,United States,,,Liberal Arts and Humanities,N,,,,,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
XGuerrero,R2,Admitted,United States,,4,Finance,N,,28,5,,,Finance
e********,R2,Admitted,,,,Economics,N,,,,,,
niceperson,R1,Interviewed,France,770,3.5,Engineering,Y,,,0,Telecommunications,Engineering,
absurdonihilist,R2,Application Submitted,,,,,N,,,0,,,
KarmaChameleon,R1,Admitted,,760,3.42,Engineering,N,,,0,Consulting,Consulting,
r**,R2,Interviewed,Korea, Republic of,760,3.53,Engineering,Y,01-09-2015,30,9,Telecommunications,Engineering,Technology
s******,R1,Waitlisted with Interview,,730,3.13,Engineering,Y,,21,5,Investment Banking,Investment Banking,Finance
c******,R2,Admitted,,740,3.7,Economics,Y,01-31-2015,,,,,Strategy
atomian,R2,Applying,United States,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
LPiwi,R2,Waitlisted with Interview,,,,Economics,N,,,,,,Entrepreneurship
giglioam,R2,Admitted,,,3.7,Finance,N,,,0,,,Social Entrepreneurship
govs2819,R2,Interviewed,,710,,,N,,,0,,,Finance
MBAJDLady,R1,Application Submitted,,750,3.4,,N,,,0,,,
saurabhatmumbai,R2,Application Submitted,,710,,,N,,,0,Commercial Banking,Corporate Finance,
a************,R2,Application Submitted,India,,3.29,Engineering,N,,32,1,Computer Software,General Management,Marketing
dhass,R1,Interviewed,,,3.65,Engineering,Y,09-24-2014,,0,,,
Goemon2,R3,Applying,Italy,,3.7,Engineering,N,,30,0,Consulting,Consulting,
Saahil92,R2,Applying,,,,,N,,,0,,,Entrepreneurship
A****,R2,Waitlisted with Interview,,740,,Finance,N,,,,,,Marketing
angelfire213,R2,Matriculating,,680,3.4,Marketing,Y,01-14-2015,,0,,,Marketing
akion3k,R1,Matriculating,,760,,Law,N,,27,3,Hospitality and Tourism,,General Management
heearsh,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jer1209,R2,Waitlisted with Interview,,,,Engineering,Y,01-07-2015,27,0,Consulting,Engineering,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
tedliu,R1,Interviewed,,,,,N,,,0,,,
a********,R2,Interviewed,,740,3.53,Liberal Arts and Humanities,Y,01-06-2015,28,5,Consulting,Consulting,Entrepreneurship
naspy76,R1,Denied with Interview,,770,3.26,Engineering,Y,09-23-2014,26,4,Aerospace and Defense,Engineering,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnawil,R1,Applying,,680,3.4,Engineering,N,,27,4,Aerospace and Defense,Engineering,Strategy
becken,R2,Denied with Interview,,650,3.75,Arts,N,,31,0,Non-Profit and Government,Performing Arts,Marketing
dom2002,R2,Applying,,,3.8,Accounting,N,,,0,Accounting,Analyst,Finance
michaelwippman,R1,Interviewed,,710,3.13,Economics,N,,,,,,
uwydnic,R2,Interviewed,United States,750,3.7,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
EndGame,R1,Matriculating,United States,740,,,N,,,,,,
GOOODMING,R1,Interviewed,,750,3.71,Political Science,N,,28,4,Other,Business Development,General Management
cocolee,R2,Interviewed,,760,3.7,Business,N,,,0,,,Finance
SHS0455,R2,Interviewed,United States,,,,N,01-09-2015,,0,Non-Profit and Government,,Nonprofit
FoxMulder,R2,Matriculating,,730,,Engineering,N,,26,3,Consulting,,
nandoval,R2,Waitlisted with Interview,,630,3.1,Business,N,,,0,,,Marketing
yangzexin,R2,Applying,,710,3.63,Engineering,N,,,0,,,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
riasingh88,R2,Application Submitted,,,,,N,,,0,,,
sm0512,R1,Denied without Interview,India,760,,,N,,,0,,,
joseborba,R2,Denied with Interview,United States,710,,Political Science,Y,01-07-2015,27,6,Energy and Utilities,Supply Chain Management,General Management
TJR,R2,Matriculating,,730,3.32,,N,,,,,,
SB617,R2,Waitlisted with Interview,,700,3.41,Economics,N,,30,0,Real Estate,Consulting,Real Estate
benschdc,R1,Interviewed,United States,710,3.01,Finance,N,,28,7,Investment Banking,Securities Sales and Trading,Finance
j***,R1,Denied with Interview,,750,3.54,Economics,Y,,27,5,Consulting,Consulting,
varunreddy09,R1,Applying,India,,2.12,Engineering,N,,24,2,Other,Project Management,Entrepreneurship
ashumba,R1,Application Submitted,,740,,,N,,,0,,,
kelloggcookiemonster,R1,Application Submitted,United States,720,3.74,,N,,,0,,,
dlmm,R1,Admitted,Peru,710,,Accounting,Y,10-06-2014,,0,,,General Management
TheLevin,R1,Denied with Interview,,720,3.7,Finance,Y,09-22-2014,27,5,Other,Asset Management,Entrepreneurship
MBAChosen,R1,Waitlisted with Interview,,,,,N,,,0,,,
Lolman,R1,Admitted,China,740,3.63,Economics,N,,31,4,Real Estate,Corporate Finance,General Management
ukpakistan,R2,,,,,,N,,,0,,,
a**********,R1,Admitted,United States,,3.09,,Y,10-08-2014,29,7,Military & Defense,Military Officer,General Management
professorchaos,R1,Admitted,,700,,,N,,,0,,,
J015,R2,Applying,,,3.3,,N,,,0,Investment Banking,Investment Banking,Strategy
babyface44,R1,Admitted,,730,3.89,Engineering,Y,09-19-2014,26,4,,Supply Chain Management,
Parachute3,R2,Applying,,,,,N,,,0,,,
neocid,R1,Admitted,,750,3.96,Economics,N,,,,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
b**********,R2,Denied with Interview,United States,730,3.33,Finance,Y,01-08-2015,28,5,Energy and Utilities,Accounting,
Orion17,R2,Denied with Interview,United States,700,3.6,Liberal Arts and Humanities,Y,01-14-2015,36,10,Education,Education,Entrepreneurship
b************,R1,Admitted,,,,Economics,N,,,,,,Finance
gauravmohta02,R1,Application Submitted,,,,,N,,,0,,,
JLEY,R1,Denied with Interview,United States,730,3.21,Economics,N,,27,0,Accounting,Accounting,Strategy
bostonsfentrep,R2,Interviewed,,710,3.33,Business,N,,,0,,,Entrepreneurship
kjua22101,R1,Admitted,,740,3.82,Finance,Y,,,0,Other,,Finance
dbinks23,R2,Admitted,United States,760,3.6,Business,Y,01-08-2015,25,4,Consulting,Consulting,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jivit,R2,Denied with Interview,,710,,,N,,,0,,,
MBAapplicant2017,R2,Admitted,,720,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
TmoSupremo82,R1,Admitted,United States,710,3.74,Political Science,Y,,27,4,Military & Defense,Public Relations,
js05,R2,Denied with Interview,United States,720,,Engineering,N,,28,6,Internet and New Media,,Marketing
oraharish,R1,Admitted,,740,,,N,,,0,,,
Yash1612,R1,Denied with Interview,,770,3.45,Computer Science,Y,10-15-2014,,0,,,Strategy
h********,R1,Waitlisted with Interview,,750,,,Y,,,,,,
j**********,R2,Denied with Interview,,720,3.34,Finance,Y,,27,5,Consumer Products,Corporate Finance,Strategy
r*****,R2,Admitted,,700,,Marketing,N,,23,0,Computer Software,Business Development,General Management
aleguillen,R2,Applying,Venezuela,,3.4,Communication,N,,27,3,Consumer Products,Marketing,Marketing
michaelbrett,R1,Admitted,,710,,,N,,32,9,Military & Defense,Military Officer,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jasminea12,R1,Waitlisted with Interview,,,3.72,Economics,N,,,6,,,
MtotheBA,R2,Denied with Interview,,760,3.1,Engineering,Y,,26,4,Consulting,Engineering,Marketing
fun630,R2,Admitted,China,760,,Other,Y,,26,4,Consulting,Consulting,Strategy
arubberstamp,R1,Denied with Interview,,,,,N,,,0,,,
zhouchengchao,R2,Applying,,,,,N,,,0,,,
YumBeeA,R1,Denied with Interview,,720,,,Y,10-15-2014,,0,Energy and Utilities,Operations,
rarawwr,R1,Admitted,,,,,N,,,0,,,
T********,R1,Admitted,Brazil,730,3,Engineering,N,,27,3,Consulting,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
tamiresvilela,R1,Interviewed,,,,,N,,,0,,,Entrepreneurship
PizzaLover227,R1,Interviewed,,,3.55,Science and Math,Y,,22,0,Non-Profit and Government,Marketing,Nonprofit
ronnock,R2,Denied with Interview,United States,760,3.44,Finance,Y,01-15-2015,30,8,Other,Accounting,Strategy
a*********,R1,Admitted,United States,730,3.8,Economics,N,,,4,Mutual Funds and Brokerage,Asset Management,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Doctorhm,R1,Application Submitted,,,,,N,,,0,,,
UrbanPrep,R2,Interviewed,United States,,3.5,Finance,Y,,24,3,Consulting,,Healthcare
g*******,R2,Applying,,710,3.3,Accounting,N,,,,,,
MKA123,R2,Applying,,,3.21,Marketing,N,,,0,Consumer Products,Brand Management,Marketing
spbdi,R2,Admitted,,750,,Engineering,Y,01-16-2015,27,3,Consulting,Management Consulting,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
RWC,R2,Interviewed,Canada,760,3.7,Business,Y,01-15-2015,28,3,Consulting,Consulting,Strategy
danielloureiro,R1,Admitted,,760,3,Economics,Y,10-06-2014,28,6,Real Estate,General Management,Real Estate
H01234,R1,Admitted,,710,,,Y,,,0,,,
asquared,R1,Waitlisted with Interview,United States,740,3.94,Business,Y,,,0,Consumer Products,Corporate Finance,Strategy
goldswimmer,R2,Waitlisted with Interview,,,,Business,N,,,,,,
glycine312,R1,Interviewed,,,3.5,Business,N,,,4,Commercial Banking,,
jrob30,R1,Denied with Interview,United States,730,3.9,Economics,Y,10-10-2014,27,3,Retail,Analyst,General Management
TurtleWexler,R2,Admitted,,,,,N,,,0,,,Entrepreneurship
sticks02,R1,Denied with Interview,,720,2.8,Economics,Y,,,13,,,General Management
G**********,R2,Interviewed,,710,,Business,Y,01-08-2015,26,4,Mutual Funds and Brokerage,Analyst,Strategy
StemlessHorseman,R2,Interviewed,,740,3.82,Liberal Arts and Humanities,Y,01-15-2015,,4,Internet and New Media,Marketing,Marketing
eqchris,R1,Withdrawn Application,United States,710,3.45,Economics,N,,28,6,Energy and Utilities,Marketing,Marketing
C******,R2,Denied with Interview,India,730,2.75,Engineering,Y,02-17-2015,18,0,Manufacturing,General Management,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Ksharma123,R2,Application Submitted,India,,3.5,Computer Science,N,,15,0,Telecommunications,Marketing,Strategy
genesis87,R1,Interviewed,,770,3.6,Engineering,Y,,28,6,Retail Banking,,Entrepreneurship
arielbi,R2,Applying,,,,,N,,,0,,,
saraviamario,R1,Waitlisted with Interview,,,3.5,Finance,N,,31,8,Other,General Management,
epranav,R2,Denied with Interview,United States,730,3.12,Computer Science,Y,,30,7,Computer Software,Consulting,Entrepreneurship
reb88,R1,,,,,Business,N,,,0,,Other,Finance
MBANY27,R1,Admitted,,740,,Finance,N,,,,,,Finance
J*****,R2,Admitted,United States,710,3.21,Engineering,N,,,0,Aerospace and Defense,Engineering,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
chonenome,R1,Waitlisted with Interview,,700,3.07,Operations,Y,10-07-2014,,0,Military & Defense,,
a************,R2,Interviewed,,,,,Y,01-12-2015,,,,,Strategy
S************,R1,Denied without Interview,United States,,3.3,Business,N,,,0,Consulting,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
r******,R1,Denied with Interview,United States,770,,Business,Y,10-09-2014,,,,,Strategy
KingBey,R2,Applying,United States,,3.5,Law,N,,27,5,Internet and New Media,Business Development,Marketing
socialcons,R2,Admitted,,,,,N,,,0,,,Social Entrepreneurship
mbaplz,R1,Denied with Interview,,720,3.8,,N,,,0,,,
shfipa,R1,Matriculating,,710,,,N,,,0,,,
jz0910,R1,Denied with Interview,,,,,N,,,0,,,
gccanuck87,R1,Denied with Interview,Canada,,,Marketing,N,,,,,,
hhsp,R2,Admitted,,,,,N,,,0,,,
cutientl,R1,Denied with Interview,,640,,,Y,09-11-2014,,0,,,
b********,R2,Applying,United States,640,3.63,Accounting,N,,27,5,Accounting,Accounting,
saengmann,R1,Applying,,,2.76,Computer Science,N,,,0,,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vinalava,R1,Denied with Interview,,740,,,N,,,0,,,
g***********,R2,Applying,,,,Engineering,N,,,,,,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
carlgem,R2,Interviewed,,,,,N,,,0,,,
clairekk,R2,Applying,,,,,N,,,0,,,
miketroy,R1,Applying,,,,,N,,,0,,,
ricardolferro,R1,Applying,,710,,,N,,,0,,,Strategy
Gmaster87,R1,Denied with Interview,United States,730,3.1,,N,,,0,,,
derekered,R2,Waitlisted with Interview,,710,3.94,Business,Y,01-09-2015,26,4,Consulting,Consulting,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
deeptigupta88,R1,Admitted,India,750,3.6,Economics,Y,10-16-2014,,0,Hospitality and Tourism,Marketing,General Management
jtslbr,R1,Waitlisted with Interview,,710,2.8,Economics,N,,,0,,,Organizational Behavior
B******,R1,Admitted,Germany,710,,,N,,,0,Consulting,,International Business
FinanceGal22,R2,Admitted,,,3.9,Finance,N,,,0,,,
Class2015cw,R2,Admitted,United States,750,3.7,,N,,25,0,Consulting,,
gtdean11,R1,Admitted,,,3.92,Engineering,Y,09-23-2014,,0,Consulting,Supply Chain Management,Operations
ApplicantZero,R1,Waitlisted with Interview,,740,3.79,,N,,,0,,,Real Estate
c************,R1,Waitlisted with Interview,United States,,,,N,,,0,,,
wmay,R2,Matriculating,Singapore,720,,Law,N,,,0,Law,Law,Healthcare
M*******,R1,Admitted,,,3.6,Finance,N,,26,4,Investment Banking,Investment Banking,Finance
KaiserWill,R1,Denied with Interview,United States,730,,Engineering,N,,,0,Transportation,Engineering,
marty340,R2,Admitted,,750,,,N,,,0,,,
worthatry,R2,Admitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
aschlan,R2,Interviewed,,,,,N,,,0,,,
hemchander11,R2,Denied without Interview,,690,,,N,,,0,,,Statistics
patartob,R1,Denied without Interview,Indonesia,630,3.48,Accounting,N,,28,7,Investment Banking,Corporate Finance,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
lynnville,R2,Denied with Interview,,770,3.28,Economics,N,,,,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
chocks5,R1,Matriculating,United States,760,3.6,Engineering,N,,30,0,Energy and Utilities,Engineering,Entrepreneurship
KrisMBA31,R1,Admitted,,760,,,N,,,0,,,
jkrast,R2,Interviewed,United States,760,3.59,Communication,N,,29,6,Consumer Products,Manufacturing and Production,Strategy
busstop3,R2,Denied with Interview,Korea, Republic of,720,3.29,Business,Y,01-09-2015,,5,Consumer Electronics,Marketing,Marketing
concon,R2,Application Submitted,,710,,,N,,,0,,,
Avene,R2,Admitted,,710,,,N,,,0,,,
Z*****,R1,Waitlisted with Interview,,750,3.36,,N,,,,,,
MBAcmx,R1,Denied with Interview,,,,Engineering,N,,30,5,Transportation,,
jerryhze,R2,Application Submitted,United States,730,3.93,,N,,23,3,,,
ChicagoApplicant2017,R1,Denied with Interview,,,,,N,,,0,,,
lilychenyl,R2,Interviewed,,700,,,N,,,0,,,
bayareaapplicant,R1,Matriculating,,750,3.65,Business,N,,,0,Law,Law,
chenbo19860611,R2,Denied with Interview,,740,,,Y,01-23-2015,,0,,,
A******,R2,Admitted,United States,770,3.62,Economics,N,,27,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
1991sehwag,R1,Applying,United States,,3.06,Engineering,N,,,0,Commercial Banking,Business Development,
Cartman4179,R2,Admitted,United States,770,3.96,Business,N,,27,3,Non-Profit and Government,Consulting,Nonprofit
jmey,R2,Admitted,Australia,660,,Accounting,N,02-05-2015,26,5,Education,General Management,Leadership
Toronto2015,R2,Denied with Interview,,710,,Other,N,,,,,,Operations
jmerriwe,R2,Interviewed,United States,640,,Liberal Arts and Humanities,Y,,27,3,Education,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Mofs4ebs,R2,Matriculating,,,,,Y,01-21-2015,,8,Retail,General Management,
longshot1,R2,Interviewed,,,,,N,,,0,,,
wehahaha,R1,Denied with Interview,,,,,N,,,0,,,
rocky10,R2,Application Submitted,,660,,Engineering,N,,,0,,,Technology
k******,R2,Waitlisted with Interview,United States,740,3.6,Business,N,,28,7,Entertainment and Sports,Corporate Finance,Strategy
bearback123,R1,Waitlisted with Interview,,740,3.2,Economics,N,,,0,,,
j********,R2,Denied with Interview,Korea, Republic of,,3.29,Other,Y,,30,6,Energy and Utilities,Engineering,Real Estate
O***************,R2,Matriculating,Singapore,740,3.56,Economics,N,,33,7,Military & Defense,General Management,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
yjchyan,R2,Matriculating,Taiwan,720,3.62,Liberal Arts and Humanities,N,01-24-2015,29,7,Telecommunications,Sales,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
G******,R1,Applying,United States,620,3.31,Other,N,,,0,,,Entrepreneurship
ErnestH,R2,Interviewed,,,,,N,,,0,,,
chirockies,R2,Denied with Interview,,740,3.63,Economics,Y,01-02-2015,26,4,Investment Banking,Investment Banking,
dinemight,R2,Interviewed,United States,760,,Engineering,N,,30,7,Health Care,Project Management,Healthcare
helenrez,R2,Denied with Interview,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gordiperalta87,R2,Waitlisted with Interview,Colombia,680,3.29,Engineering,Y,01-08-2015,28,5,Manufacturing,Brand Management,Strategy
klk45,R2,Interviewed,,730,3.71,Business,Y,01-08-2015,25,4,Consulting,Consulting,Entrepreneurship
DELLE,R2,Admitted,,720,,,N,,27,0,,,Real Estate
ruloe,R2,Admitted,,,,,N,,,0,,,
smba2017,R2,Denied without Interview,,680,3.47,Business,N,,,0,Consulting,Consulting,
okestra,R2,Interviewed,,,,,N,,,0,,,
Yudanashi,R2,Denied with Interview,,,3.49,Political Science,Y,01-06-2015,26,6,Advertising and PR,Sales,Marketing
ckg22,R3,Interviewed,,770,3.18,Arts,Y,,,0,,,Marketing
Driscoll,R2,Denied with Interview,,,,,N,,,0,Entertainment and Sports,Broadcasting,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
X*********,R1,Denied with Interview,United States,750,,,N,,,,,,
e****,R2,Interviewed,,710,3.4,Engineering,N,,27,4,Consulting,Information Technology,Finance
goblueiheartu,R2,Denied with Interview,,780,3.49,Liberal Arts and Humanities,N,,28,2,Law,Law,Strategy
ColdShepherd,R1,Denied with Interview,,760,3.7,Liberal Arts and Humanities,N,,,0,,,
ggreene,R2,Interviewed,,,,,N,,,0,,,
sgp2015,R2,Admitted,Singapore,700,,Economics,N,01-21-2015,28,5,Consulting,Operations,General Management
Teknishin,R2,Denied with Interview,United States,710,2.7,Engineering,N,,,0,,,Finance
mwippman,R2,Denied with Interview,,710,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ilovefo0o0d,R2,Invited to Interview,United States,,3.33,Business,N,01-06-2015,29,5,Non-Profit and Government,,
j*****,R2,Admitted,United States,730,3.48,,N,,,0,Health Care,Business Development,
ChiHealth,R2,Admitted,,710,3.45,Economics,N,,,,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sn88,R2,Admitted,,,,,N,,,0,,,
kupkakepaca,R2,Waitlisted with Interview,,,,Economics,N,,,0,,,
V***,R1,Denied with Interview,United States,690,3.77,Liberal Arts and Humanities,N,,29,7,,,
miracle951623,R2,Waitlisted with Interview,Taiwan,710,2.68,Business,N,,34,9,Consumer Products,Marketing,Marketing
jlz88,R2,Waitlisted with Interview,,720,3.45,Engineering,N,,,0,Consulting,Information Technology,Technology
GoBlue007,R1,Admitted,,,3.9,Finance,N,,,0,,,Finance
guacamolegurl,R1,Admitted,,,,,N,,,0,,,
jasonadmitted,R1,Admitted,,,,,N,,,0,,,
Woah!,R2,Denied with Interview,,,,,N,,,0,Telecommunications,Engineering,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
DYDT,R2,Waitlisted with Interview,,760,3.24,Accounting,N,,30,6,Consulting,,
weshaam,R1,Applying,United States,,,Engineering,N,,,0,Consulting,Engineering,Strategy
steven9913,R1,Denied with Interview,United States,,3.2,,N,,,5,Energy and Utilities,Consulting,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
medha275,R1,Applying,,,,,N,,,0,,,
