Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
cdj12345,R3,Application Submitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
SereneWS,R3,Denied without Interview,Canada,710,,Business,N,,25,4,Consulting,Consulting,Finance
tina1202,R3,Application Submitted,,,,,N,,,0,,,
cartman01,R1,Admitted,India,760,,,N,,,5,,Marketing,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Whatsinaname,R2,Waitlisted without Interview,,720,,Engineering,N,,28,5,Real Estate,Business Development,Entrepreneurship
m*************,R2,Admitted,United States,750,3.58,Operations,Y,12-16-2014,29,6,Consulting,Corporate Finance,Strategy
amsterdamguy,R3,Admitted,,740,3.7,Engineering,N,,,,,,Finance
ramitmehta83,R3,Application Submitted,India,700,,Engineering,N,,,0,,,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jessicmt,R2,Admitted,,710,3.47,Liberal Arts and Humanities,Y,01-12-2015,29,7,Advertising and PR,Account Management,
LAD2802,R1,Admitted,,,3.85,Business,N,,,0,,,Marketing
cc2401,R3,Admitted,,730,3.73,,N,03-11-2015,,0,,Asset Management,
mrjoshua,R3,Waitlisted without Interview,,710,3.08,Other,N,,27,5,Internet and New Media,Business Development,Entrepreneurship
linalg,R3,Interviewed,United States,,,Liberal Arts and Humanities,Y,02-10-2015,,,,,Marketing
CJN38,R3,Waitlisted without Interview,,710,3.47,,N,,25,3,,,Finance
Phoebe333,R2,Denied without Interview,,,,,N,,27,4,Manufacturing,Marketing,Marketing
ykk2015,R3,Application Submitted,India,720,2.74,Engineering,N,,28,5,Energy and Utilities,Marketing,Strategy
FlightNight,R3,Interviewed,Canada,710,3.78,Engineering,Y,03-03-2015,,0,Aerospace and Defense,Engineering,
feiren1020,R2,Denied without Interview,,720,,,N,,,0,,,
kmac,R2,Denied without Interview,,,,,N,,,0,,,
DancerInTheDark,R2,Application Submitted,,,,,N,,,0,,,
R3APP,R4,Application Submitted,India,,,Engineering,N,,28,5,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
JayClayTay,R2,Admitted,,720,,,N,,,0,,,Entrepreneurship
Jmbf89,R1,Admitted,,730,3.47,Economics,N,,,0,Consulting,Consulting,Strategy
venusai,R3,Admitted,United States,710,3.6,Communication,N,,25,0,Entertainment and Sports,Business Development,
mkrhappy,R2,Waitlisted with Interview,,740,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sn88,R1,Admitted,,,,,N,,,0,,,
secomedy,R3,Admitted,,740,3.18,Accounting,N,,,0,Accounting,,
nfolio1234,R4,Denied with Interview,,,,,Y,05-05-2015,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mabe7731,R1,Applying,,,,,N,,,0,,,
manas0109,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
MBAAdmit12345,R3,Admitted,,,,,N,,,0,,,
